7,create tracker funtions,no started,21-06-2024,0,0,normal
8,create tracker window,no started,21-06-2024,0,0,normal
9,Generar la documentacion,process,24-06-2024,0,0,normal
10,Implementar funciones de tiempo,no started,24-06-2024,0,0,normal
11,convertir en instalable,no started,24-06-2024,0,0,normal
